Input Order,Gen Reference,Title,Description,Dates,Folder,Keywords,Notes
752,658,Literary Societies,Miscellaneous manuscripts,1849-1875,,"Franklin Literary Society, Delta Phi",
753,659,Wilmington Institute Free Library,"""Wilmington's New Library Building""",1923,1,Wilmington Institute Free Library,
754,659,Wilmington Institute Free Library,"""Recent Additions to the Delawareana Collection""",1937-1947,2,"Wilmington Institute Free Library, Delawareana",
755,660,Libraries; Towns and Counties,"""Delaware Belles Who Won the Contest for a Town Library Adopted Unique Tactics""",,,Dover Public Library,
756,661,Constitution and By-Laws of the State Teacher's Association of Delaware,"""Constitution and By-Laws of the State Teacher's Association of Delaware""",,,"Delaware State Teachers Association, Education",
757,662,Ships,"Inventory, bill of sale, history",,1,"Ships, Merchant Vessels, Thomas Clyde",
758,662,Ships - Constellation (Frigate),Pamphlets,,2,"Ships, Constellation, Frigates",
759,662,"Ships: Construction, Ownership and Schedules","List of vessels built in Delaware, letters, articles",,3,"Ships, Construction",
760,663,"Ship Logs of John Richardson, 1771-1774","Ship Logs of John Richardson, 1771-1774",1771-1774,,"Ship Logs, John Richardson",
761,664,Directories,Telephone directories 1940s,,,Directories,
762,665,"C.G. 38616 Log, December 1944 - December 1945",Ship's log,1944-1945,,C.G. Ship Log,
763,666,"Lady Seymour, Travel Journal Abroad (Ship)","""Diary of a Voyage from Dublin to Quebec in the Lady Seymour""",1869,,"Travel Journal, Lady Seymour, Dublin, Quebec",
764,667,Shipwrecks- Miscellaneous,Article on 1870 storm in Lewes,1870,1,"Storm, Lewes",
765,667,"Shipwrecks- ""De Braak""",Collection of letters and news articles,,2.2,"Shipwrecks, De Braak",
766,668,Lighthouses,"Newspaper clippings, pamphlets, research notes, general information on Delaware Bay and River lighthouses and keepers",,1,"Lighthouse, Navigation",
767,669,Oath of Admission to Professional Practice,"""Affidavits of Charles H. B. Day on his admittance to the Bar, as an Attorney at Law""",1861,,"Oath of Admission, Attorney, Bar",
768,671,Naval Actions and Intelligence,"Revolutionary War Naval minutes, letters",,,"Naval Intelligence, Navy, Revolutionary Way",
769,672,United States Naval Proceedings,"""United States Naval Proceedings""",1950,,"Navel Proceedings, Navy",
770,673,Military Companies,Photostat of a Wilmington City Guard  Muster Roll,,,"Wilmington City Guard, Muster Roll, Militia",
771,674,Postal Service,"Newspaper article ""Women, Too, Used to Deliver Mail""",,,"Postal Service, Mail Carriers, Occupations",
772,674,Postal Service and Post Offices,Letters.  History of Postal Service in Georgetown.,,,"Postal Service, Post Offices, Georgetown",
773,675,"Lewes, Delaware: Cachet, 1949 also William Penn 250th Anniversary",Letters,"1932, 1949",,"Lewes, Cachet, William Penn",
774,676,Delaware Decisions:  Legal Memoranda,Miscellaneous notes,,,"Delaware Decisions, Legal Memoranda",
775,677,"""The Faithful Steward"" Shipwreck","History, passenger list",,,"Faithful Steward, Shipwreck",
776,678,Delawarean Inventor,"History, patent",,,"Patents, Inventors",
777,679,"Ships, Named for Delaware and Delawareans","List of ships, pamphlet, press release",,,Ships,
778,680,Petition of New Castle County Citizens in favor of admitting Texas to the Union,Petition of New Castle County Citizens in favor of admitting Texas to the Union,,,"New Castle, Texas, Petition, Union",
779,681,"Civil War, Union Veterans League in Delaware",Receipt for dues paid,1913-1915,,"Civil War, Union Veterans, Military",
780,682,Federal Commissions to Delawareans,"Letters, appointments",,,"Federal Commissions, James Brobson,",see oversize box also
781,690,"Delaware Congressional Apportionment, 1961","Delaware Congressional Apportionment, 1961",1961,,Delaware Congressional Apportionment,
782,691,Uncle Sam,"""Original Uncle Sam Raises Grave Issue""",1961,,"Uncle Sam, Samuel Wilson",
783,692,Correspondence between S. A. Stout and William P. Preston,Correspondence between Sally Ann Stout and William P. Preston,1842-1843,,"Correspondence, Sally Ann Stout, William Preston",
784,693,Dickinson Mansion,"Letters, history, pamphlets",,1,"Dickinson Mansion, John",
785,693,Dickinson Mansion,"Articles, pamphlets, drawings",,2,"Dickinson Mansion, John",
786,693,Dickinson Mansion,"Pamphlets, letters, articles",,3,"Dickinson Mansion, John",
787,694,Delaware Anti-Tuberculosis Society,Pamphlets,,,Delaware Anti-Tuberculosis Society,
788,695,Woodland (Cannon's) Ferry,Brief history,,,"Woodland Ferry, Cannon's",
789,696,Volunteer Fire Companies,"Pamphlets, letters",,,Volunteer Fire Companies,
661,546,Delaware Honorary Citizenship,Delaware Honorary Citizenship Awards,1954,,Delaware Honorary Citizenship Awards,
662,547,Communist Party in Delaware,"""Certificates and Petitions of the Communist Party in Delaware""",1932,,"Communist Party, Election, Politics",
663,549,"Sketches of Warren's Negro Ned, 1854","Pencil sketch ""Warren's Negro Ned""",1854,,"Warren's Negro Ned, African American, Black",
664,550,State of Delaware Bond Samples,Samples of Delaware Bonds,,,Delaware Bonds,
665,551,Delaware's Ratification of the Bill of Rights,"Pamphlet, copy of Bill or Rights and minutes",,1,"Bill of Rights, Ratification",
666,551,Delaware's Ratification of the Bill of Rights,"Fact sheet, pamphlet",,2,"Bill of Rights, Ratification",
667,551,Bill of Rights Bicentennial,"Pamphlets, articles, button.  H.M.S Rose pamphlet and post cards",1991,3,"Bill of Rights, Ratification, BiCentennial",
668,552,"Delegates to Democratic State Convention, 1956","List of delages, letters",,,"Democratic State Convention, Delegates, Politics",
669,553,Firemen,?,1839,,Firearms,
670,555,"Wilmington, Sussex, England","Letter, pamphlet",,,"Wilmington, Sussex, England",
671,556,United States Supreme Court - Anti-Segregation Decision,"Life Magazine article, 1954.   ""A Proud Moment for Delaware: Louis L. Redding, Esq. And the Hon. Collins J. Seitz, and Their Contribution to the Brown v. Board fo Education Decision,"" 2004","1954, 2004",,"Supreme Court, Anti-Segregation Decision, Brown v. Board of Education",
672,560,"Poems of Emily Allen Elfreth, Milford, Delaware","Miscellaneous, includes a published book of her poems",,,"Emily Allen Elfreth, Poetry, WW II",
673,561,"Poems of Mrs. A. E. Watson, Dover, Delaware","Poem ""On the Delights of Housekeeping""",1912,,"Poetry, Ann E. Watson",
674,562,Robbins Hose Company,"Photostats of the Robbins Hose Fire Company Charter.  Photocopy of program for a benefit at the Dover Opera House, 1905.  Newspaper clippings on racial discrimination, 1974.",1884-1974,,"Robbins Hose Fire Company, Dover, Dover Opera House",
675,563,Delaware Christmas Customs,History,,,"Delaware Christmas Customs, Holiday, Festivals",
676,564,"White House Farm - Indian River, Sussex County",,,,"White House Farm, Indian River, Burton Family",
677,565,Covered Bridges,Letters,,,Covered Bridges,
678,566,William Corbit House,"Miscellaneous, includes brochure",,,"William Corbit House, Odessa, Sharp",
790,697,Delaware National Guard,"Miscellaneous, includes Battle Honors and history.  Guide to Delaware National Guard Photographic Collection, 1864-1996.  2 dance tickets for Company G Delaware State Guard at the Newark Armory, 1945.",,,"Delaware National Guard,  photograph, State Guard",
791,698,Sussex County Reminiscences by Dr. J.A. Conwell,Miscellaneous newspaper articles,,,"Joseph A. Conwell, Sussex County, Farming",
792,700,Oyster Industry,"Pamphlets, list of boats and oysterman license to plant oyster beds",,1,Oyster Industry,
793,700,Oysters,"Pamphlets, history, articles",,2,Oyster Industry,
794,703,Jesse Cooper Building (Board of Health),"Articles, letters, dedication program",1961,,"Jesse Cooper Building, Board of Health",
795,701,State of Delaware vs. Pennsylvania Railroad,"Court papers, letters",1964,1,"Pennsylvania Railroad, Court Case, Transportation",
796,701,State of Delaware vs. Pennsylvania Railroad,"Court papers, notes",1964,2,"Pennsylvania Railroad, Court Case, Transportation",
797,702,"Cargo Manifests, Invoices and Affidavits","Invoices, affadivits, manufacturers of cargo ships",,1,"Cargo Manifests, Invoices, Affidavits",
798,702,Ship Enrollments,Ship Enrollments,,2,Ship Enrollments,
799,704,Patents and Inventions,Miscellaneous patents,,,"Patents, Inventions",
800,705,"Sussex County Courthouse, 1792",Brief history,,1,Sussex County Court House,
801,705,"Sussex County Courthouse, 1837 - William Strickland","Building costs, history, articles",,2,"Sussex County Court House, William Strickland",
802,706,Negroes Kidnapped,Correspondence concerning the kidnapping of Negroes,1826-1827,,"Negroes, Slavery, African Americans, Blacks",
803,708,Wilmington Insignia,City of Wilmington Council's resolution to adopt an official flag for the city,1963,,"Wilmington Council, Flag, New Sweden",
804,709,"Seals, Non-Delaware","Book seals of England, article, seal of USA",,,Seals,
805,710,DelaPeake,Newspaper article,1963,,DelaPeake,
806,711,Calendar Changes,"Article, calendar",,,Calendar,
807,714,Early History of Delaware,"Article, history",,,"Delaware, Colonial History, Dutch",
808,715,"""A Quaker Apprentice's Marriage""","""A Quaker Apprentice's Marriage""",,,"Quakers, Duck Creek, William Spearman, Francis Spearman, Jannet Corse",
809,716,"Lewes, Delaware, Quit Rents, 1689",Lewes Quit Rents,1689,,"Lewes, Quit Rents",
810,717,"Commission of Robert C. Levis, 1933, with Seal",Commission for Robert C. Levis to be a Notary Public,1933,,"Robert Levis, Notary Public",
811,718,Delaware Turnpike (Dedication),"Map, parking pass",1963,,"Delaware Turnpike, John F. Kennedy, I-95",
812,719,Dutch in America,"""Holland and the United States, a tale of two countries""",,,"Dutch, Holland, Colonial History",
813,720,Railroads - Pennsylvania,Schedule 1915,1915,,"Pennsylvania Railroad, Transportation",
814,721,Lewes Historical Society,"Papers, history, letters, pamphlets",,,Lewes Historical Society,
815,722,"The Governor's House ""Woodburn""","Pamphlets, articles, letters.",,1,"Woodburn, Governor's House",
816,722,Woodburn Title Notes,"Notes, articles",,2,"Woodburn, Governor's House",
817,723,Shipley Mansion Occupants,"""The Last Family that lived in the Shipley Mansion""",,,"Shipley Mansion, Robert Downey",
818,724,Public Buildings,"""Delaware Ends The Poorhouse"",  and a list of State owned buildings which includes their square footage and the year in which they were built.",,1,"Public Buildings, Poorhouse, Welfare Home, Smyrna, State",
819,724,"Capitol Buildings Group, Legislative Green",Listing of Capital State Office Buildings,,2,"Capitol Buildings Group, Legislative Green, Public Buildings",
820,725,Irish in Delaware,"History, letter, pamphlet",,,Irish,
821,726,Aitkin Bible,"Letter, article",,,Aitkin Bible,
822,727,Fourth of July Celebrations,History,,,Fourth of July Celebrations,
823,728,"Railroads, B. & O.",Train schedule,1946,,"Baltimore, Ohio, Railroad, Transportation",
824,729,Attorney General,"""The Attorney General of Delaware""",,,Attorney General,
825,730,Delaware Junior Fishing Rodeo Association,Pamphlet,,,Delaware Junior Fishing Rodeo Association,
826,731,Space Program and Delaware Industry,"""Delaware in Space""",1963,1,Delaware Space Industry. Wilmington Hercules Powder Company,
827,731,Industry - Buick G. M.,"""Buick's Dynaflow Drive""",1948,,"Automobile Industry, General Motors, Buick",
828,732,"Middleford, Delaware","Miscellaneous, includes ""History of Middleford""",,,Middleford,
829,733,Wesley College Conference Academy,"Letters, programs, history",,,"Wesley College Conference Academy, Education",
830,734,Wesley College,"Newsletter, 1976 prospectus",,,"Wesley College Conference Academy, Education",
831,735,Flags - United States,"Pamphlets, newspaper articles",,,United States Flags,
832,736,John Bassett Moore Postage Stamp,"Letters, newspaper articles",,,John Bassett Moore Postage Stamp,
833,737,"Elections, 1966 District Boundaries",Election District Boundaries,1966,,Election District Boundaries,
834,738,New Castle County Papers,Checklist of New Castle County newspapers,,,"Newspapers, New Castle County",
835,739,Dover 250th Anniversary,"Pamphlets, history, financial accounts",1967,1,"Dover, Anniversary",
836,739,Dover 250th Anniversary,"History, newspaper articles",1967,2,"Dover, Anniversary",
837,740,Schools- Anna P. Mote School,"""History of the Marshallton Consolidated School""",,,"Marshallton School, Anna P. Mote",
838,741,General Corporation Law,"""Proposed General Corporation Law of the State of Delaware""",1967,,General Corporation Law,
839,744,Delaware 1609-1955 (Abstracts if History),Timeline,,,Delaware History Timeline,
840,745,Charles duPont Ridgely (Commissions),Charles duPont Ridgely's commissions,,,Charles duPont Ridgely Commissions,
841,746,"""Delaware Servicemen in Viet Nam""",,1966,,"Servicemen, Viet Nam, Military",
842,747,"Bridges - Brandywine, Christina, Nonesuch",Letters,,,"Bridges, Brandywine, Christina, Nonesuch",
843,748,"""…My Vacation in Delaware"" by John D. Trait","""Programme of Events During My Vacation in Delaware From July 16th to July 29th, 1898."" by John D. Trait",1898,,"Travel, Delaware, Kent County, John Douglas Trait",
844,750,Loyalty Day,"Proclamation, newspaper articles",,,Loyalty Day,
845,751,U.S.S. Mispillion,"""Longer Ship Means Longer Life""",1968,,"U.S.S. Mispillion, Navy, Vietnam",
846,752,Townsend Building,"Letter, dedication address of Gov. Terry, program, fact sheet",,,"Townsend Building, Public",
847,753,U.S.S. duPont,"Pamphlet, letter, history",,,"U.S.S. duPont, Navy",
848,387,DuPont Company - Anti Trust Case,Court papers,1949-1956,2,"Court Case, DuPont Company, Anti Trust",
849,754,State Parks,Goodyear Guide to State Parks,1967,,State Parks,
850,755,Chicago World's Fair,"Letter, recollection by Valentine Massey",,,"Chicago World's Fair, George Valentine Massey",
851,756,Lewes Harbor,"Letter from George Olmsted to Hugh White concerning the Lewes harbor.  Resolutions by citizens of Lewes to obtain an appropriation for a wharf, 1836.",1830 - 1836,,"Lewes Harbor, George Olmsted, Hugh White",
